"Nº de controle";"Número do tombo";"Estado";"Tipo de material";"Nº da obra";"Patrimônio";"Data de entrada";"Nº de chamada";"Título";"Autor";"Volume";"Exemplar";"Edição";"Lugar pub.";"Editora";"Data pub."
"12388";"18011883";"Congelado";"Livro";"12252";"";"14/08/2019";"94(6) S618";"Síntese da coleção história geral da África";"Silvério, Valter Roberto";"";"Ex. 01";"";"Brasília, DF";"UNESCO/MEC/UFSCar";"2013"
"12388";"18011884";"Disponível";"Livro";"12252";"";"14/08/2019";"94(6) S618";"Síntese da coleção história geral da África";"Silvério, Valter Roberto";"";"Ex. 02";"";"Brasília, DF";"UNESCO/MEC/UFSCar";"2013"
"12389";"18011885";"Congelado";"Livro";"12253";"";"14/08/2019";"94(6) S618";"Síntese da coleção história geral da África";"Silvério, Valter Roberto";"";"Ex. 01";"";"Brasília, DF";"UNESCO/MEC/UFSCar";"2013"
"12389";"18011886";"Disponível";"Livro";"12253";"";"14/08/2019";"94(6) S618";"Síntese da coleção história geral da África";"Silvério, Valter Roberto";"";"Ex. 02";"";"Brasília, DF";"UNESCO/MEC/UFSCar";"2013"
"13973";"18011887";"Congelado";"Livro";"13819";"";"15/08/2019";"94(8) A512";"História da América Latina";"Bethell, Leslie";"v. 01";"Ex. 01";"";"São Paulo";"EdUSP";"2012"
"13973";"18011888";"Disponível";"Livro";"13819";"";"15/08/2019";"94(8) A512";"História da América Latina";"Bethell, Leslie";"v. 01";"Ex. 02";"";"São Paulo";"EdUSP";"2012"
"13973";"18011889";"Disponível";"Livro";"13819";"";"15/08/2019";"94(8) A512";"História da América Latina";"Bethell, Leslie";"v. 01";"Ex. 03";"";"São Paulo";"EdUSP";"2012"
"13973";"18011890";"Disponível";"Livro";"13819";"";"15/08/2019";"94(8) A512";"História da América Latina";"Bethell, Leslie";"v. 01";"Ex. 04";"";"São Paulo";"EdUSP";"2012"
"13973";"18011891";"Disponível";"Livro";"13819";"";"15/08/2019";"94(8) A512";"História da América Latina";"Bethell, Leslie";"v. 01";"Ex. 05";"";"São Paulo";"EdUSP";"2012"
"13973";"18011892";"Disponível";"Livro";"13819";"";"15/08/2019";"94(8) A512";"História da América Latina";"Bethell, Leslie";"v. 01";"Ex. 06";"";"São Paulo";"EdUSP";"2012"
"13973";"18011893";"Disponível";"Livro";"13819";"";"15/08/2019";"94(8) A512";"História da América Latina";"Bethell, Leslie";"v. 01";"Ex. 07";"";"São Paulo";"EdUSP";"2012"
"13973";"18011894";"Disponível";"Livro";"13819";"";"15/08/2019";"94(8) A512";"História da América Latina";"Bethell, Leslie";"v. 01";"Ex. 08";"";"São Paulo";"EdUSP";"2012"
"13973";"18011895";"Disponível";"Livro";"13819";"";"15/08/2019";"94(8) A512";"História da América Latina";"Bethell, Leslie";"v. 01";"Ex. 09";"";"São Paulo";"EdUSP";"2012"
"13973";"18011896";"Disponível";"Livro";"13819";"";"15/08/2019";"94(8) A512";"História da América Latina";"Bethell, Leslie";"v. 01";"Ex. 10";"";"São Paulo";"EdUSP";"2012"
"24648";"18011897";"Congelado";"Livro";"24334";"";"19/08/2019";"631.8(035) A348m";"Manual de análise de fertilizantes ";"Alcarde, José Carlos ";"";"Ex. 01";"1. ";"Piracicaba, SP";"FEALQ";"2009"
"24648";"18011898";"Disponível";"Livro";"24334";"";"19/08/2019";"631.8(035) A348m";"Manual de análise de fertilizantes ";"Alcarde, José Carlos ";"";"Ex. 02";"1. ";"Piracicaba, SP";"FEALQ";"2009"
"24648";"18011899";"Disponível";"Livro";"24334";"";"19/08/2019";"631.8(035) A348m";"Manual de análise de fertilizantes ";"Alcarde, José Carlos ";"";"Ex. 03";"1. ";"Piracicaba, SP";"FEALQ";"2009"
"24648";"18011900";"Disponível";"Livro";"24334";"";"19/08/2019";"631.8(035) A348m";"Manual de análise de fertilizantes ";"Alcarde, José Carlos ";"";"Ex. 04";"1. ";"Piracicaba, SP";"FEALQ";"2009"
"24648";"18011901";"Disponível";"Livro";"24334";"";"19/08/2019";"631.8(035) A348m";"Manual de análise de fertilizantes ";"Alcarde, José Carlos ";"";"Ex. 05";"1. ";"Piracicaba, SP";"FEALQ";"2009"
"8255";"18011902";"Congelado";"Livro";"8138";"";"19/08/2019";"51(091) B791h";"História da matemática";"Boyer, Carl Benjamin / Asimov, Issac";"";"Ex. 01";"3. ";"São Paulo - SP";"Edgard Blücher Ltda";"2010"
"8255";"18011903";"Disponível";"Livro";"8138";"";"19/08/2019";"51(091) B791h";"História da matemática";"Boyer, Carl Benjamin / Asimov, Issac";"";"Ex. 02";"3. ";"São Paulo - SP";"Edgard Blücher Ltda";"2010"
"8255";"18011904";"Disponível";"Livro";"8138";"";"19/08/2019";"51(091) B791h";"História da matemática";"Boyer, Carl Benjamin / Asimov, Issac";"";"Ex. 03";"3. ";"São Paulo - SP";"Edgard Blücher Ltda";"2010"
"8255";"18011905";"Disponível";"Livro";"8138";"";"19/08/2019";"51(091) B791h";"História da matemática";"Boyer, Carl Benjamin / Asimov, Issac";"";"Ex. 04";"3. ";"São Paulo - SP";"Edgard Blücher Ltda";"2010"
"8255";"18011906";"Disponível";"Livro";"8138";"";"19/08/2019";"51(091) B791h";"História da matemática";"Boyer, Carl Benjamin / Asimov, Issac";"";"Ex. 05";"3. ";"São Paulo - SP";"Edgard Blücher Ltda";"2010"
"8255";"18011907";"Disponível";"Livro";"8138";"";"19/08/2019";"51(091) B791h";"História da matemática";"Boyer, Carl Benjamin / Asimov, Issac";"";"Ex. 06";"3. ";"São Paulo - SP";"Edgard Blücher Ltda";"2010"
"8255";"18011908";"Disponível";"Livro";"8138";"";"19/08/2019";"51(091) B791h";"História da matemática";"Boyer, Carl Benjamin / Asimov, Issac";"";"Ex. 07";"3. ";"São Paulo - SP";"Edgard Blücher Ltda";"2010"
"8255";"18011909";"Disponível";"Livro";"8138";"";"19/08/2019";"51(091) B791h";"História da matemática";"Boyer, Carl Benjamin / Asimov, Issac";"";"Ex. 08";"3. ";"São Paulo - SP";"Edgard Blücher Ltda";"2010"
"8255";"18011910";"Disponível";"Livro";"8138";"";"19/08/2019";"51(091) B791h";"História da matemática";"Boyer, Carl Benjamin / Asimov, Issac";"";"Ex. 09";"3. ";"São Paulo - SP";"Edgard Blücher Ltda";"2010"
"11797";"18011911";"Disponível";"Livro";"11663";"";"19/08/2019";"330 M278i";"Introdução à economia";"Mankiw, N. Gregory";"";"Ex. 04";"5. ";"São Paulo";"Cengage Learning ";"2009"
"11797";"18011912";"Disponível";"Livro";"11663";"";"19/08/2019";"330 M278i";"Introdução à economia";"Mankiw, N. Gregory";"";"Ex. 05";"5. ";"São Paulo";"Cengage Learning ";"2009"
"11797";"18011913";"Disponível";"Livro";"11663";"";"19/08/2019";"330 M278i";"Introdução à economia";"Mankiw, N. Gregory";"";"Ex. 06";"5. ";"São Paulo";"Cengage Learning ";"2009"
"11797";"18011914";"Disponível";"Livro";"11663";"";"19/08/2019";"330 M278i";"Introdução à economia";"Mankiw, N. Gregory";"";"Ex. 07";"5. ";"São Paulo";"Cengage Learning ";"2009"
"11797";"18011915";"Disponível";"Livro";"11663";"";"19/08/2019";"330 M278i";"Introdução à economia";"Mankiw, N. Gregory";"";"Ex. 08";"5. ";"São Paulo";"Cengage Learning ";"2009"
"11797";"18011916";"Disponível";"Livro";"11663";"";"19/08/2019";"330 M278i";"Introdução à economia";"Mankiw, N. Gregory";"";"Ex. 09";"5. ";"São Paulo";"Cengage Learning ";"2009"
"11797";"18011917";"Disponível";"Livro";"11663";"";"19/08/2019";"330 M278i";"Introdução à economia";"Mankiw, N. Gregory";"";"Ex. 10";"5. ";"São Paulo";"Cengage Learning ";"2009"
"306";"18011918";"Disponível";"Livro";"302";"";"22/08/2019";"631.4 C755";"Conservação de solo e água";"Pruski, Fernando Falco";"";"Ex. 04";"2. ";"Viçosa- MG";"Editora UFV";"2011"
"306";"18011919";"Disponível";"Livro";"302";"";"22/08/2019";"631.4 C755";"Conservação de solo e água";"Pruski, Fernando Falco";"";"Ex. 05";"2. ";"Viçosa- MG";"Editora UFV";"2011"
"306";"18011920";"Disponível";"Livro";"302";"";"22/08/2019";"631.4 C755";"Conservação de solo e água";"Pruski, Fernando Falco";"";"Ex. 06";"2. ";"Viçosa- MG";"Editora UFV";"2011"
"306";"18011921";"Disponível";"Livro";"302";"";"22/08/2019";"631.4 C755";"Conservação de solo e água";"Pruski, Fernando Falco";"";"Ex. 07";"2. ";"Viçosa- MG";"Editora UFV";"2011"
"306";"18011922";"Disponível";"Livro";"302";"";"22/08/2019";"631.4 C755";"Conservação de solo e água";"Pruski, Fernando Falco";"";"Ex. 08";"2. ";"Viçosa- MG";"Editora UFV";"2011"
"306";"18011923";"Disponível";"Livro";"302";"";"22/08/2019";"631.4 C755";"Conservação de solo e água";"Pruski, Fernando Falco";"";"Ex. 09";"2. ";"Viçosa- MG";"Editora UFV";"2011"
"24758";"18011924";"Congelado";"Livro";"24444";"";"22/08/2019";"342.724 C289r";"Racismo, sexismo e desigualdade no Brasil ";"Carneiro, Sueli ";"";"Ex. 01";"1. ";"São Paulo ";"Selo Negro ";"2011"
"24762";"18011925";"Disponível";"Livro";"24448";"";"22/08/2019";"51(091) S998v";"A vida secreta dos números ";"Szpiro, George G.  / Souza, J. R.  ";"";"Ex. 01";"2. ";"Rio de Janeiro";"Difel ";"2011"
"24762";"18011926";"Disponível";"Livro";"24448";"";"22/08/2019";"51(091) S998v";"A vida secreta dos números ";"Szpiro, George G.  / Souza, J. R.  ";"";"Ex. 02";"2. ";"Rio de Janeiro";"Difel ";"2011"
"24762";"18011927";"Disponível";"Livro";"24448";"";"22/08/2019";"51(091) S998v";"A vida secreta dos números ";"Szpiro, George G.  / Souza, J. R.  ";"";"Ex. 03";"2. ";"Rio de Janeiro";"Difel ";"2011"
"24765";"18011928";"Congelado";"Livro";"24451";"";"22/08/2019";"37.015.3:159.922.7 G643t";"Técnicas de estudo para adolescentes ";"González, Antonio  / Orth, Lúcia M. Endlich";"";"Ex. 01";"1. ed. ";"Petrópolis, RJ";"Vozes";"2009"
"24797";"18011929";"Congelado";"Referência";"24483";"";"23/08/2019";"636.01(038) P379g";"Glossário de termos zootécnicos ";"Peixoto, Aristeu Mendes ";"";"Ex. 01";"1.ed. ";"Piracicaba, SP";"FEALQ";"2009"
"24797";"18011930";"Disponível";"Referência";"24483";"";"23/08/2019";"636.01(038) P379g";"Glossário de termos zootécnicos ";"Peixoto, Aristeu Mendes ";"";"Ex. 02";"1.ed. ";"Piracicaba, SP";"FEALQ";"2009"
"24797";"18011931";"Disponível";"Referência";"24483";"";"23/08/2019";"636.01(038) P379g";"Glossário de termos zootécnicos ";"Peixoto, Aristeu Mendes ";"";"Ex. 03";"1.ed. ";"Piracicaba, SP";"FEALQ";"2009"
"24842";"18011932";"Congelado";"Livro";"24528";"";"26/08/2019";"37.013.42 P273";"Participação e práticas educativas";"Azevedo, Heloísa Helena Duval de  / Herbert, Sérgio Pedro  / Kieling, José Fernando  / Streck, Danilo Romeu ";"";"Ex. 01";"1. ";"Brasília";"Liber Livro ";"2009"
"24842";"18011933";"Disponível";"Livro";"24528";"";"26/08/2019";"37.013.42 P273";"Participação e práticas educativas";"Azevedo, Heloísa Helena Duval de  / Herbert, Sérgio Pedro  / Kieling, José Fernando  / Streck, Danilo Romeu ";"";"Ex. 02";"1. ";"Brasília";"Liber Livro ";"2009"
"24842";"18011934";"Disponível";"Livro";"24528";"";"26/08/2019";"37.013.42 P273";"Participação e práticas educativas";"Azevedo, Heloísa Helena Duval de  / Herbert, Sérgio Pedro  / Kieling, José Fernando  / Streck, Danilo Romeu ";"";"Ex. 03";"1. ";"Brasília";"Liber Livro ";"2009"
"24842";"18011935";"Disponível";"Livro";"24528";"";"26/08/2019";"37.013.42 P273";"Participação e práticas educativas";"Azevedo, Heloísa Helena Duval de  / Herbert, Sérgio Pedro  / Kieling, José Fernando  / Streck, Danilo Romeu ";"";"Ex. 04";"1. ";"Brasília";"Liber Livro ";"2009"
"22482";"18011936";"Congelado";"Livro";"22165";"";"26/08/2019";"371.3 C331t";"Tecnologias que educam";"Carvalho, Fábio Câmara Araújo de / Carvalho, Fábio Câmara Araújo de / Ivanoff, Gregorio Bittar";"";"Ex. 01";"";"São Paulo - SP";"Pearson Prentice Hall";"2010"
"22482";"18011937";"Disponível";"Livro";"22165";"";"26/08/2019";"371.3 C331t";"Tecnologias que educam";"Carvalho, Fábio Câmara Araújo de / Carvalho, Fábio Câmara Araújo de / Ivanoff, Gregorio Bittar";"";"Ex. 02";"";"São Paulo - SP";"Pearson Prentice Hall";"2010"
"22482";"18011938";"Disponível";"Livro";"22165";"";"26/08/2019";"371.3 C331t";"Tecnologias que educam";"Carvalho, Fábio Câmara Araújo de / Carvalho, Fábio Câmara Araújo de / Ivanoff, Gregorio Bittar";"";"Ex. 03";"";"São Paulo - SP";"Pearson Prentice Hall";"2010"
"24850";"18011939";"Disponível";"Livro";"24536";"";"26/08/2019";"631.41:631.811 N976";"Nutrição e adubação de grandes culturas na região do Cerrado";"Cunha, Patrícia Pinheiro da  /  Flores, Rilner Alves / Marchão, Robélio Leandro  / Moraes, Milton Ferreira ";"";"Ex. 01";"";"Goiânia";"EdUFG";"2019"
"24854";"18011940";"Congelado";"Livro";"24540";"";"26/08/2019";"373.21 E24";"Educação infantil";"Angotti, Maristela ";"";"Ex. 01";"3. ";"Campinas, SP ";"Alínea ";"2009"
"24857";"18011941";"Congelado";"Livro";"24543";"";"26/08/2019";"37.091.5 S586a";"Além dos muros da escola ";"Silva, César Augusto Alves da ";"";"Ex. 01";"";"Campinas, SP ";"Papirus ";"2012"
"24857";"18011942";"Disponível";"Livro";"24543";"";"26/08/2019";"37.091.5 S586a";"Além dos muros da escola ";"Silva, César Augusto Alves da ";"";"Ex. 02";"";"Campinas, SP ";"Papirus ";"2012"
"24857";"18011943";"Disponível";"Livro";"24543";"";"26/08/2019";"37.091.5 S586a";"Além dos muros da escola ";"Silva, César Augusto Alves da ";"";"Ex. 03";"";"Campinas, SP ";"Papirus ";"2012"
"24857";"18011944";"Disponível";"Livro";"24543";"";"26/08/2019";"37.091.5 S586a";"Além dos muros da escola ";"Silva, César Augusto Alves da ";"";"Ex. 04";"";"Campinas, SP ";"Papirus ";"2012"
"24857";"18011945";"Disponível";"Livro";"24543";"";"26/08/2019";"37.091.5 S586a";"Além dos muros da escola ";"Silva, César Augusto Alves da ";"";"Ex. 05";"";"Campinas, SP ";"Papirus ";"2012"
"24857";"18011946";"Disponível";"Livro";"24543";"";"26/08/2019";"37.091.5 S586a";"Além dos muros da escola ";"Silva, César Augusto Alves da ";"";"Ex. 06";"";"Campinas, SP ";"Papirus ";"2012"
"24857";"18011947";"Disponível";"Livro";"24543";"";"26/08/2019";"37.091.5 S586a";"Além dos muros da escola ";"Silva, César Augusto Alves da ";"";"Ex. 07";"";"Campinas, SP ";"Papirus ";"2012"
"24857";"18011948";"Disponível";"Livro";"24543";"";"26/08/2019";"37.091.5 S586a";"Além dos muros da escola ";"Silva, César Augusto Alves da ";"";"Ex. 08";"";"Campinas, SP ";"Papirus ";"2012"
"24857";"18011949";"Disponível";"Livro";"24543";"";"26/08/2019";"37.091.5 S586a";"Além dos muros da escola ";"Silva, César Augusto Alves da ";"";"Ex. 09";"";"Campinas, SP ";"Papirus ";"2012"
"24857";"18011950";"Disponível";"Livro";"24543";"";"26/08/2019";"37.091.5 S586a";"Além dos muros da escola ";"Silva, César Augusto Alves da ";"";"Ex. 10";"";"Campinas, SP ";"Papirus ";"2012"
"24280";"18011951";"Congelado";"Livro";"23966";"";"30/08/2019";"664:543.92 C512m";"Métodos de diferença em avaliação sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Chaves, José Benício Paes ";"";"Ex. 01";"3. ";"Viçosa, MG";"UFV";"2005"
"24280";"18011952";"Disponível";"Livro";"23966";"";"30/08/2019";"664:543.92 C512m";"Métodos de diferença em avaliação sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Chaves, José Benício Paes ";"";"Ex. 02";"3. ";"Viçosa, MG";"UFV";"2005"
"24280";"18011953";"Disponível";"Livro";"23966";"";"30/08/2019";"664:543.92 C512m";"Métodos de diferença em avaliação sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Chaves, José Benício Paes ";"";"Ex. 03";"3. ";"Viçosa, MG";"UFV";"2005"
"24280";"18011954";"Disponível";"Livro";"23966";"";"30/08/2019";"664:543.92 C512m";"Métodos de diferença em avaliação sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Chaves, José Benício Paes ";"";"Ex. 04";"3. ";"Viçosa, MG";"UFV";"2005"
"24280";"18011955";"Disponível";"Livro";"23966";"";"30/08/2019";"664:543.92 C512m";"Métodos de diferença em avaliação sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Chaves, José Benício Paes ";"";"Ex. 05";"3. ";"Viçosa, MG";"UFV";"2005"
"24280";"18011956";"Disponível";"Livro";"23966";"";"30/08/2019";"664:543.92 C512m";"Métodos de diferença em avaliação sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Chaves, José Benício Paes ";"";"Ex. 06";"3. ";"Viçosa, MG";"UFV";"2005"
"24280";"18011957";"Disponível";"Livro";"23966";"";"30/08/2019";"664:543.92 C512m";"Métodos de diferença em avaliação sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Chaves, José Benício Paes ";"";"Ex. 07";"3. ";"Viçosa, MG";"UFV";"2005"
"24280";"18011958";"Disponível";"Livro";"23966";"";"30/08/2019";"664:543.92 C512m";"Métodos de diferença em avaliação sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Chaves, José Benício Paes ";"";"Ex. 08";"3. ";"Viçosa, MG";"UFV";"2005"
"24280";"18011959";"Disponível";"Livro";"23966";"";"30/08/2019";"664:543.92 C512m";"Métodos de diferença em avaliação sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Chaves, José Benício Paes ";"";"Ex. 09";"3. ";"Viçosa, MG";"UFV";"2005"
"24280";"18011960";"Disponível";"Livro";"23966";"";"30/08/2019";"664:543.92 C512m";"Métodos de diferença em avaliação sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Chaves, José Benício Paes ";"";"Ex. 10";"3. ";"Viçosa, MG";"UFV";"2005"
"6624";"18011961";"Congelado";"Livro";"6509";"";"30/08/2019";"664.8 C512p";"Práticas de laboratório de análise sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Sproesser, Rento Luiz ";"";"Ex. 01";"";"Viçosa - MG";"Editora UFV";"2005"
"6624";"18011962";"Disponível";"Livro";"6509";"";"30/08/2019";"664.8 C512p";"Práticas de laboratório de análise sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Sproesser, Rento Luiz ";"";"Ex. 02";"";"Viçosa - MG";"Editora UFV";"2005"
"6624";"18011963";"Disponível";"Livro";"6509";"";"30/08/2019";"664.8 C512p";"Práticas de laboratório de análise sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Sproesser, Rento Luiz ";"";"Ex. 03";"";"Viçosa - MG";"Editora UFV";"2005"
"6624";"18011964";"Disponível";"Livro";"6509";"";"30/08/2019";"664.8 C512p";"Práticas de laboratório de análise sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Sproesser, Rento Luiz ";"";"Ex. 04";"";"Viçosa - MG";"Editora UFV";"2005"
"6624";"18011965";"Disponível";"Livro";"6509";"";"30/08/2019";"664.8 C512p";"Práticas de laboratório de análise sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Sproesser, Rento Luiz ";"";"Ex. 05";"";"Viçosa - MG";"Editora UFV";"2005"
"6624";"18011966";"Disponível";"Livro";"6509";"";"30/08/2019";"664.8 C512p";"Práticas de laboratório de análise sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Sproesser, Rento Luiz ";"";"Ex. 06";"";"Viçosa - MG";"Editora UFV";"2005"
"6624";"18011967";"Disponível";"Livro";"6509";"";"30/08/2019";"664.8 C512p";"Práticas de laboratório de análise sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Sproesser, Rento Luiz ";"";"Ex. 07";"";"Viçosa - MG";"Editora UFV";"2005"
"6624";"18011968";"Disponível";"Livro";"6509";"";"30/08/2019";"664.8 C512p";"Práticas de laboratório de análise sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Sproesser, Rento Luiz ";"";"Ex. 08";"";"Viçosa - MG";"Editora UFV";"2005"
"6624";"18011969";"Disponível";"Livro";"6509";"";"30/08/2019";"664.8 C512p";"Práticas de laboratório de análise sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Sproesser, Rento Luiz ";"";"Ex. 09";"";"Viçosa - MG";"Editora UFV";"2005"
"6624";"18011970";"Disponível";"Livro";"6509";"";"30/08/2019";"664.8 C512p";"Práticas de laboratório de análise sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Sproesser, Rento Luiz ";"";"Ex. 10";"";"Viçosa - MG";"Editora UFV";"2005"
"6624";"18011971";"Disponível";"Livro";"6509";"";"30/08/2019";"664.8 C512p";"Práticas de laboratório de análise sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Sproesser, Rento Luiz ";"";"Ex. 11";"";"Viçosa - MG";"Editora UFV";"2005"
"6624";"18011972";"Disponível";"Livro";"6509";"";"30/08/2019";"664.8 C512p";"Práticas de laboratório de análise sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Sproesser, Rento Luiz ";"";"Ex. 12";"";"Viçosa - MG";"Editora UFV";"2005"
"6624";"18011973";"Disponível";"Livro";"6509";"";"30/08/2019";"664.8 C512p";"Práticas de laboratório de análise sensorial de alimentos e bebidas";"Chaves, José Benício Paes / Sproesser, Rento Luiz ";"";"Ex. 13";"";"Viçosa - MG";"Editora UFV";"2005"
"25037";"18011974";"Congelado";"Livro";"24723";"";"03/09/2019";"575 R582g";"Genética básica ";"Ringo, John  / Motta, Paulo A. ";"";"Ex. 01";"";"Rio de Janeiro";"Guanabara Koogan";"2005"
"25037";"18011975";"Disponível";"Livro";"24723";"";"03/09/2019";"575 R582g";"Genética básica ";"Ringo, John  / Motta, Paulo A. ";"";"Ex. 02";"";"Rio de Janeiro";"Guanabara Koogan";"2005"
"25037";"18011976";"Disponível";"Livro";"24723";"";"03/09/2019";"575 R582g";"Genética básica ";"Ringo, John  / Motta, Paulo A. ";"";"Ex. 03";"";"Rio de Janeiro";"Guanabara Koogan";"2005"
"25037";"18011977";"Disponível";"Livro";"24723";"";"03/09/2019";"575 R582g";"Genética básica ";"Ringo, John  / Motta, Paulo A. ";"";"Ex. 04";"";"Rio de Janeiro";"Guanabara Koogan";"2005"
"25037";"18011978";"Disponível";"Livro";"24723";"";"03/09/2019";"575 R582g";"Genética básica ";"Ringo, John  / Motta, Paulo A. ";"";"Ex. 05";"";"Rio de Janeiro";"Guanabara Koogan";"2005"
"25037";"18011979";"Disponível";"Livro";"24723";"";"03/09/2019";"575 R582g";"Genética básica ";"Ringo, John  / Motta, Paulo A. ";"";"Ex. 06";"";"Rio de Janeiro";"Guanabara Koogan";"2005"
"25037";"18011980";"Disponível";"Livro";"24723";"";"03/09/2019";"575 R582g";"Genética básica ";"Ringo, John  / Motta, Paulo A. ";"";"Ex. 07";"";"Rio de Janeiro";"Guanabara Koogan";"2005"
"25037";"18011981";"Disponível";"Livro";"24723";"";"03/09/2019";"575 R582g";"Genética básica ";"Ringo, John  / Motta, Paulo A. ";"";"Ex. 08";"";"Rio de Janeiro";"Guanabara Koogan";"2005"
"25043";"18011982";"Disponível";"Livro";"24729";"";"03/09/2019";"519.246.8 H711a";"Análise de regressão ";"Hoffmann, Rodolfo";"";"Ex. 01";"4. ";"São Paulo";"Hucitec";"2006"
"25043";"18011983";"Disponível";"Livro";"24729";"";"03/09/2019";"519.246.8 H711a";"Análise de regressão ";"Hoffmann, Rodolfo";"";"Ex. 02";"4. ";"São Paulo";"Hucitec";"2006"
"25043";"18011984";"Disponível";"Livro";"24729";"";"03/09/2019";"519.246.8 H711a";"Análise de regressão ";"Hoffmann, Rodolfo";"";"Ex. 03";"4. ";"São Paulo";"Hucitec";"2006"
"25043";"18011985";"Disponível";"Livro";"24729";"";"03/09/2019";"519.246.8 H711a";"Análise de regressão ";"Hoffmann, Rodolfo";"";"Ex. 04";"4. ";"São Paulo";"Hucitec";"2006"
"25043";"18011986";"Disponível";"Livro";"24729";"";"03/09/2019";"519.246.8 H711a";"Análise de regressão ";"Hoffmann, Rodolfo";"";"Ex. 05";"4. ";"São Paulo";"Hucitec";"2006"
"25043";"18011987";"Disponível";"Livro";"24729";"";"03/09/2019";"519.246.8 H711a";"Análise de regressão ";"Hoffmann, Rodolfo";"";"Ex. 06";"4. ";"São Paulo";"Hucitec";"2006"
"25043";"18011988";"Disponível";"Livro";"24729";"";"03/09/2019";"519.246.8 H711a";"Análise de regressão ";"Hoffmann, Rodolfo";"";"Ex. 07";"4. ";"São Paulo";"Hucitec";"2006"
"25043";"18011989";"Disponível";"Livro";"24729";"";"03/09/2019";"519.246.8 H711a";"Análise de regressão ";"Hoffmann, Rodolfo";"";"Ex. 08";"4. ";"São Paulo";"Hucitec";"2006"
"25043";"18011990";"Disponível";"Livro";"24729";"";"03/09/2019";"519.246.8 H711a";"Análise de regressão ";"Hoffmann, Rodolfo";"";"Ex. 09";"4. ";"São Paulo";"Hucitec";"2006"
"25043";"18011991";"Disponível";"Livro";"24729";"";"03/09/2019";"519.246.8 H711a";"Análise de regressão ";"Hoffmann, Rodolfo";"";"Ex. 10";"4. ";"São Paulo";"Hucitec";"2006"
"25043";"18011992";"Disponível";"Livro";"24729";"";"05/09/2019";"519.246.8 H711a";"Análise de regressão ";"Hoffmann, Rodolfo";"";"Ex. 11";"4. ";"São Paulo";"Hucitec";"2006"
"25043";"18011993";"Disponível";"Livro";"24729";"";"05/09/2019";"519.246.8 H711a";"Análise de regressão ";"Hoffmann, Rodolfo";"";"Ex. 12";"4. ";"São Paulo";"Hucitec";"2006"
"25043";"18011994";"Disponível";"Livro";"24729";"";"05/09/2019";"519.246.8 H711a";"Análise de regressão ";"Hoffmann, Rodolfo";"";"Ex. 13";"4. ";"São Paulo";"Hucitec";"2006"
"25052";"18011995";"Disponível";"Livro";"24738";"";"03/09/2019";"159.954:658 C365c";"Criatividade S.A. ";"Catmull, Ed  / Montingelli Jr., Nivaldo ";"";"Ex. 01";"1";"Rio de Janeiro";"Rocco ";"2014"
"25054";"18011996";"Disponível";"Livro";"24740";"";"03/09/2019";"159.954:658 E82e";"Estreitando a lacuna da inovação ";"Estrin, Judy  / Honorato, Beth ";"";"Ex. 01";"1";"São Paulo";"DVS";"2010"
"3406";"18011997";"Disponível";"Livro";"3303";"";"03/09/2019";"821.134.3(81) S116e";"O encontro marcado";"Sabino, Fernando";"";"Ex. 01";"84. ";"Rio de Janeiro - RJ";"Record";"2008"
"25057";"18011998";"Disponível";"Livro";"24743";"";"03/09/2019";"159.95 C549s";"Supercérebro";"Chopra, Deepak  / Albert, Bianca  / Albert, Rosane   / Rocha, Eliana ";"";"Ex. 01";"1";"São Paulo";"Alaúde";"2013"
"25059";"18011999";"Disponível";"Livro";"24745";"";"03/09/2019";"929 P293a";"Antônio Ermírio de Moraes";"Pastore, José  / Cardoso, Fernando Henrique ";"";"Ex. 01";"";"São Paulo";"Planeta";"2013"
"25060";"18012000";"Disponível";"Livro";"24746";"";"03/09/2019";"929 L796m";"Manifesto do nada na Terra do Nunca ";"Lobão";"";"Ex. 01";"";"Rio de Janeiro ";"Nova Fronteira ";"2013"
"18259";"18012001";"Disponível";"Livro";"18078";"";"04/09/2019";"658 S586g";"Geração de valor 2";"Silva, Flávio Augusto da ";"";"Ex. 01";"";"Rio de Janeiro";"Sextante";"2015"
